at,content,repliedAt,replyContent,reviewCreatedVersion,reviewId,score,thumbsUpCount,userImage,userName,sentiment,errorRelated
2022-02-27 14:43:11,"customer service has became much more better, but still need updates to reform some problems",,,2022.1.2.3,gp:AOqpTOEgZJ2fl4VU7JXOsC5sqL8AW_Ro9ei0fDhVQCcFbX_0HFwjj2ZGTBmAhxh8N-eHO-gvuXTV5lq0grCdwA,4,0,https://play-lh.googleusercontent.com/a/AATXAJyKWY57Bj0KKOQvn49AOyZiKyY5iDLFiGBd6voO=mo,imad abdallah,0,1
2022-02-27 14:04:28,"i hope charging vodafone cash directly from the credit cards, will be available same as charging mobile balance update : unstable after the last updating, and asking for login again and again when i connect and disconnect to the same wi-fi network!!! update: the application has problem of completing its last updating",,,2022.1.2.3,gp:AOqpTOHwbAvpjI_IedhsMJjfHzJMt66wtS2VbvF874J7JlTy15lN8taT81VvJicg7-oDmYeoPmC8gKWUeSmCrg,4,0,https://play-lh.googleusercontent.com/a-/AOh14Gg0XOKINvd9w03vM3UZ4VpylxGY0WEFMJovKM0Z,Mustafa Kamel,1,1
2022-02-27 14:00:56,each time i try to use vodafone cash .. it's saying it's not available right now,2022-02-27 15:35:34,"""Hello there, we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.

",2021.12.2,gp:AOqpTOEFG9eJUWGx2p-1UoYIf513_-EbeiO_oSq9U3tOyXBLcqol8DpGVT0ifjXCLCTplTVd8w8-s6VTuoZgNw,1,0,https://play-lh.googleusercontent.com/a/AATXAJzFsmfgMYHyxLJ7mmc1-o2zGsJliYeiAq8gcLWq=mo,Matrix Abu adly,1,1
2022-02-27 13:45:05,bad app,2022-02-27 15:09:14,"Hello there, we're sorry to hear about your experience. Could you please chat with us through this link :https://web.vodafone.com.eg, or contact us on our Facebook page through: https://www.messenger.com/t/Vodafone.Egypt. We'll be more than happy to assist regarding your issue.",2022.1.2.3,gp:AOqpTOHTrddgMxsnL13MrzDsml6mv7H6lwLAY2wLcBJgdKkNkCFeNT8nk4wND2SioWIoRii_MsNePYWanN-CVQ,1,0,https://play-lh.googleusercontent.com/a-/AOh14GikLAmLRvuTq868DPfzqKAa5tnx8oQ5A2aivVc84g,esraa nasser,1,0
2022-02-27 13:30:50,very good,,,2022.1.2.3,gp:AOqpTOEhPFhKsBP3Blv7l01eXMjnEzf7ftlthT8Vfx-yKw-yLgnjWtr7_XjvIBDOl27w3S7-5VJrXxvQxZ_e6A,5,0,https://play-lh.googleusercontent.com/a/AATXAJyNIE_4Ech7SUUPDfL8HxGXcdmK-IoNU9ArZDnj=mo,Aya Mahmoud,0,0
2022-02-27 13:12:46,very helpful application,,,2022.1.2.3,gp:AOqpTOHVsUVyDQnpP-zQ678j2i83DWAw58EIHiKCEsANpYYTxAYpLmwiXny4boMJV75guuCegB8DIXouhluVSg,5,0,https://play-lh.googleusercontent.com/a-/AOh14Ggp0MtiHscsXmjcAW_yclO2rLO9eCcSK4Ei_gGnVw,Dija Yusuf,0,0
2022-02-27 12:40:47,"it is a wonderful & very useful app, and we hope that it will develop itself more to keep pace with and surpass the rest of the network apps in terms of feature and gifts..",,,2021.11.1.1,gp:AOqpTOGTty4fwUjphLx0N7LEeqlE-ZZuerfyap7PrdAHeWSlefvMTWQCTq08QRiwXUKfkNSkHLVKHCJkjX_1FQ,4,0,https://play-lh.googleusercontent.com/a-/AOh14Gh1WoUD4YgRaAO9-NSZJspoY0AUyxGeqK-47G7gWg,Nahla Khalifa,0,0
2022-02-27 11:59:23,exlent,,,2022.1.2.3,gp:AOqpTOF2U_h0m_VAKdQd1y2__MDrPcDs7mv4bqZ4UFV2eVW0svNXlngk7XsGU6gLWfsf6ldghwA6u4cTecRtSw,5,0,https://play-lh.googleusercontent.com/a-/AOh14GgLQPkIsWAAaEWC8YHSwf7MPoQ6dilZM5GfUFcp,Aly Fiala,0,0
2022-02-27 11:30:49,"it's soooo cool, i love it",,,2022.1.2.3,gp:AOqpTOFpf6UuwlZrJ2OMeddWt7CT4cKfZ5ZeRgfztCy_loEMdpkf1o7zLB3vUrQuoH4fPOz6-vBvSzvCxiiU3g,5,0,https://play-lh.googleusercontent.com/a-/AOh14GhlN55RzVl9WGbeulvpry9aOvTNDmHhJkelCw0qkw,Mohammed Salim,0,0
2022-02-27 09:52:42,great app very useful,,,,gp:AOqpTOH366T-0NpEEecqKEbRkB2dvFKJRWyVKOqFbknb05m6vcyz_cD4DhCbwwtZq32_CDNdv1OB3dgEtzk-yg,5,0,https://play-lh.googleusercontent.com/a/AATXAJwr8QxQhoaHa15zwv7vIKmRqbJswEJhLvcS2XAm=mo,Bala Raai,0,0
2022-02-27 06:41:37,very useful app,,,,gp:AOqpTOGuC9oJEMBvnax9PX738TwS3xD-2YY7CJQHmay8-LNz2EH4ZDgXyQ0hj_2TwZ4jgWaDpHAOICbGrAu5fA,5,0,https://play-lh.googleusercontent.com/a/AATXAJxB_KmpzACr14J5wUlmCjdwRcjpiqN8vFQiBuev=mo,Haniba Ahmed,0,0
2022-02-27 05:42:28,when does the app getting fixed ?,2022-02-27 08:11:37,"Sorry for the inconvenience ,Could you please chat with us through this link :
https://web.vodafone.com.eg
or contact us on our facebook page through :
https://www.messenger.com/t/Vodafone.Egypt
",2022.1.2.3,gp:AOqpTOF9QQy6hKeEGvDWlLHC1x9uU3LoA9-888DJikMgMaDskaBtN1qCpkcNlH4s5fGsxhCdF4WTWZjoBESSSQ,1,0,https://play-lh.googleusercontent.com/a/AATXAJwlunUebFoxTE8TDbXh0adTIFu6OpwDF8kQq-Ei=mo,Abdo Motazz,1,1
2022-02-27 03:44:34,cant login,2022-02-27 08:11:42,"Sorry for the inconvenience ,Could you please chat with us through this link :
https://web.vodafone.com.eg
or contact us on our facebook page through :
https://www.messenger.com/t/Vodafone.Egypt
",,gp:AOqpTOGat8N_I_kdZIkE3NE49RTUGpAj25iU0yb4sjIMu5TRy5mf0ILIioeM7-I5_gVdoXH7V7t1vKNh8TKJ9A,1,0,https://play-lh.googleusercontent.com/a/AATXAJxLp7OeYqzwZM8NSDqQPKUORHXdcVu70QXaCWpp=mo,Hoseen zarour,1,1
2022-02-27 02:29:53,excellent applications 👍 ممتاز جدا,,,2022.1.2.3,gp:AOqpTOEE0FJT2kuGlZzPlQTbhsbTDK5bK7w5PKZwJ-_hsUNiGUxis6umM0Qvu5msQ4H5qGWP2BL7vW5agsyWWg,5,0,https://play-lh.googleusercontent.com/a/AATXAJy3m-tvMNmaiPxo9C-umFKpX2LNn9lO_3z0dm1s=mo,Mohammed Salem,0,0
2022-02-27 00:13:26,i like it,,,2022.1.2.3,gp:AOqpTOFkG9zbQjBC9ueHyKMts-Lk-tLSIK6ONC4uJKNSvnwbL9KpCBmWwwXt6PmohCdffI1Nubi56PN1-NmYtg,4,0,https://play-lh.googleusercontent.com/a/AATXAJxxwGT9HWn1Z0fuKjvepM1a61ENRobCxF4u-1Sp=mo,Hossam Almasry,0,0
2022-02-26 22:07:11,"this company sure are money stealer. i tracked my balance day by day they took it with description ""online gaming"" thing which i never use on it. now i can't even download app from playstore while my close friend is freely can acces anything. sometimes i recharge and the balance didn't even added to my account. don't you know how hard for me to studying and work at same time? no responsible, no refund for their own mistake.",2022-02-27 08:11:51,"Sorry for the inconvenience ,Could you please chat with us through this link :
https://web.vodafone.com.eg
or contact us on our facebook page through :
https://www.messenger.com/t/Vodafone.Egypt
",,gp:AOqpTOGm8IHe9gT8lN8s4MytGmqFDJnsdL2o8SbohcjW1QhH1IIOjoqzeag7zrHw4cOk_ar9OkOJErrf9jVPow,1,0,https://play-lh.googleusercontent.com/a/AATXAJwcFSrFwuefZxcrSrKSlOLMaN3YNvRJum5cTlUs=mo,Curious Rain,3,1
2022-02-26 21:51:57,excellent👍,,,2022.1.2.3,gp:AOqpTOFenZo5g3RFF0wBo0Vr8_17_6o-tT63nEy9xXJyjTaBrvBP1EHFYj0hqLqtPJarMOUUG7cUeFU-9Khzfg,5,0,https://play-lh.googleusercontent.com/a-/AOh14Gjrg2QaV-HKRCNAVIufGDY2sIVic221j0-6Zi5H,Ahmed Ryad,0,0
2022-02-26 21:18:30,ex,,,,gp:AOqpTOH8t7O4iu1qkrAcJkVLDa5i_ppLAasi4rq4FdcWulzLZcAIcNaGuRSeHbwE2Rq6HUBNhEsIq-9f4vQHJg,5,0,https://play-lh.googleusercontent.com/a/AATXAJwJyPGcNREiNq-1otTAu4ouKwKzkV4NGDGFdHSE=mo,Ɠʅσ Ⴆαʅ,0,0
2022-02-26 20:34:36,very nice,,,2022.1.2.3,gp:AOqpTOHvntj3Fe5HTcbrWEmpR3ykG1EoibtxajHnZbCkqQ3ZF-9rLNrIHH9HJlGfIEbs-MkWsoHpLKoGsdnNeg,5,0,https://play-lh.googleusercontent.com/a/AATXAJyXSRkmo_hUJtguJa6tVHezIuEqX4M0TizsqqD2=mo,Hoda Refay,0,0
2022-02-26 20:29:09,after the last update many problems appeared in black list functions and didn't work quite well,,,2022.1.2.3,gp:AOqpTOEM37Jl5hfa9oWT6eAmEWm3TtFw8bhgTWCG7eXCI4XGpKRPVHqBhgggG-5Hxe4bKwNC3vuXh5JuYJv3xg,1,0,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,A Google user,1,1
2022-02-26 20:22:38,good program,,,2022.1.2.3,gp:AOqpTOH-ols3x4fEZe6PsQ2XutQgAkZ1qn7w4szOiW-j8T2iALSKgPthDWH95RmXOxgCVf_QAickaELckYFxEQ,3,0,https://play-lh.googleusercontent.com/a/AATXAJxvNLXnFl509MRBh1KElK-X2-8liRtS5-ruVRav=mo,Adel Kheder,0,0
2022-02-26 20:14:49,v good app,,,2022.1.2.3,gp:AOqpTOGG4YKZXfDvi99Yz-Sn9UGRpdEIEuBjHvr9wiM6OZuYQeGkGRsHStFeVmCUyf40XJVwkCQ-HRElWa4yfg,5,0,https://play-lh.googleusercontent.com/a-/AOh14GglVz20iNTHpJNo-dOg62OpWlBP1_tBevUSRkwO1A,Mamet Malika,0,0
2022-02-26 19:38:38,doesn't want to download,2022-02-26 19:46:05,"Sorry for the inconvenience ,Could you please chat with us through this link :
https://web.vodafone.com.eg
or contact us on our facebook page through :
https://www.messenger.com/t/Vodafone.Egypt

",2021.11.1.1,gp:AOqpTOH_uQ0MwTMxzkFL_0p04rRnp50WeAdMeOxviWidrXeWJ23DFOcvaTjumLxi847pCdKla-Bu8o36Img3Tg,1,0,https://play-lh.googleusercontent.com/a-/AOh14GggGoSJ7kVPd8DKX0UoXQ3HNQ3ZtECV5FsCAcfX,Fatema Seweh,1,1
2022-02-26 19:11:32,good app,,,2022.1.2.1,gp:AOqpTOFUPH_46bZf0zVxvRG5lHMY_yaUpUvJ2LLtPy1oQceE8VM2F5huA6PklLKwCavGl684Bpm03Q-QRvxR-A,5,0,https://play-lh.googleusercontent.com/a/AATXAJx_JxACyji_PyKernKaTbEhoh6TAr9GY3s6uJnY=mo,Eslam Sayed Mahdy,0,0
2022-02-26 17:30:21,nice app,,,2021.12.2,gp:AOqpTOGFvjVvi5OAGBlnLeEdKuQsF9XH9RzKhWYR5opcJxVM-rGZQyxXm6mWvWC_F6BjfbXZzz-Ib7l4cfAqAQ,5,0,https://play-lh.googleusercontent.com/a/AATXAJwsuKceJFMw3bbJp0YoFUvOlw2tpsMLv_yJBGXR=mo,Meso Ahmed,0,0
2022-02-26 17:17:52,still not satisfied me,2022-02-26 19:46:20,"Sorry for the inconvenience ,Could you please chat with us through this link :
https://web.vodafone.com.eg
or contact us on our facebook page through :
https://www.messenger.com/t/Vodafone.Egypt

",2022.1.2.3,gp:AOqpTOG2PPza0fyYGcV3aigcMv_rAtZCrHilW2LmMy9pTzTununNNr4tlT4YFpyGfjKoCY1Cp1GYMc1aiFM88A,2,0,https://play-lh.googleusercontent.com/a-/AOh14GhvclfR-Jyjli9Sb3youjGQEikHyE2X7OXst7zkIw,Eddy Mikhael,1,0
2022-02-26 17:14:13,new update take long time to complete reach 99% then hanging,2022-02-26 16:51:52,"Sorry for the inconvenience ,Could you please chat with us through this link :
https://web.vodafone.com.eg
or contact us on our facebook page through :
https://www.messenger.com/t/Vodafone.Egypt

",2022.1.2.3,gp:AOqpTOEqSi5MWLGAXicE7UBum-jkv2bvJjiDLJruxvhVAZswaqdJXWaW0Yonm4z90NKeWNVpKFWPat1gArgQLQ,4,0,https://play-lh.googleusercontent.com/a-/AOh14Ghi_d72tslQD_3XX2rNETuyvht6KlEJM23xU6-OVQ,Mohamed Ezzat,1,1
2022-02-26 17:13:18,supporting customer,,,2021.8.3,gp:AOqpTOE1DLXaeB8RyuAXQFV1vZWsxcKjuT8aFRV2S_GSJ-3Wj9twyDqxXQo7sccZX6a-AtPrSRPPPnJS4HSIWA,5,0,https://play-lh.googleusercontent.com/a-/AOh14Gh2MZYl3oFtXrZvVauQiKJxwv2MjdM9EEUf7pxD9Q,Tamer Hamza,0,0
2022-02-26 16:55:53,not open,2022-02-26 19:46:26,"Sorry for the inconvenience ,Could you please chat with us through this link :
https://web.vodafone.com.eg
or contact us on our facebook page through :
https://www.messenger.com/t/Vodafone.Egypt

",,gp:AOqpTOGnHDqTfjVI8fG17UY7-Kf0hUWt8UUu3fD9g9bXuT7KCULgOShuKfLtcPKXSmTwli_aXX07CwwFdU6jIQ,1,0,https://play-lh.googleusercontent.com/a-/AOh14GgEAe1s8N1t7-CI1Qgc5BQj6pJZwRmtortNMKgrtQ,mahmoud zoraa,1,1
2022-02-26 15:40:41,very useful,,,2022.1.2.3,gp:AOqpTOHTjPSXx5ar-9K1tm2fX4kg-jNzIW1NBHe-0byX4jBKjFbC59GSGfACSWuQRvJBTB7-R9F5bWLwhmeffQ,5,0,https://play-lh.googleusercontent.com/a-/AOh14Gjc2iIGUo9dDEGjPQtexLQJdQUMNSzsouylomL4tQ,Fahd Emara,0,0
